	gene	tss	chrom
6048	ENSMUSG00000044562	45627488	7
6049	ENSMUSG00000044573	30898119	12
6050	ENSMUSG00000044595	36766198	18
6051	ENSMUSG00000044600	72571049	8
6052	ENSMUSG00000044626	21976465	16
6053	ENSMUSG00000044627	32282864	2
6054	ENSMUSG00000044636	100495488	15
6055	ENSMUSG00000044647	65845767	2
6056	ENSMUSG00000044681	28210022	5
6057	ENSMUSG00000044700	149730687	4
6058	ENSMUSG00000044702	122112040	7
6059	ENSMUSG00000044709	19572968	7
6060	ENSMUSG00000044715	105684829	12
6061	ENSMUSG00000044763	56037819	16
6062	ENSMUSG00000044768	97661676	1
6063	ENSMUSG00000044783	88269392	1
6064	ENSMUSG00000044791	110532597	9
6065	ENSMUSG00000044792	59758693	13
6066	ENSMUSG00000044795	69395333	11
6067	ENSMUSG00000044807	50826458	11
6068	ENSMUSG00000044816	65123114	1
6069	ENSMUSG00000044835	161142691	1
6070	ENSMUSG00000044876	6172226	7
6071	ENSMUSG00000044881	100537071	7
6072	ENSMUSG00000044894	53430434	11
6073	ENSMUSG00000044906	70464150	18
6074	ENSMUSG00000044934	64150214	13
6075	ENSMUSG00000044948	47763580	19
6076	ENSMUSG00000044950	43681998	11
6077	ENSMUSG00000044968	21701394	5
6078	ENSMUSG00000044986	78405852	15
6079	ENSMUSG00000045005	64737749	1
6080	ENSMUSG00000045071	59626211	4
6081	ENSMUSG00000045078	143016774	5
6082	ENSMUSG00000045095	93792539	6
6083	ENSMUSG00000045098	3767421	19
6084	ENSMUSG00000045100	94500331	6
6085	ENSMUSG00000045106	104867805	2
6086	ENSMUSG00000045107	20083183	14
6087	ENSMUSG00000045128	70897283	8
6088	ENSMUSG00000045136	34130354	13
6089	ENSMUSG00000045140	84880195	11
6090	ENSMUSG00000045160	83349147	6
6091	ENSMUSG00000045193	80165985	10
6092	ENSMUSG00000045205	11303361	4
6093	ENSMUSG00000045210	9748382	1
6094	ENSMUSG00000045248	72548270	8
6095	ENSMUSG00000045251	127421850	7
6096	ENSMUSG00000045252	25072567	7
6097	ENSMUSG00000045273	100775783	13
6098	ENSMUSG00000045294	28071363	5
6099	ENSMUSG00000045302	30956183	5
6100	ENSMUSG00000045316	24850364	17
6101	ENSMUSG00000045328	135212537	3
6102	ENSMUSG00000045333	87803823	8
6103	ENSMUSG00000045377	69398234	11
6104	ENSMUSG00000045394	87635979	17
6105	ENSMUSG00000045409	36268695	17
6106	ENSMUSG00000045410	4609118	13
6107	ENSMUSG00000045411	44246722	7
6108	ENSMUSG00000045414	94538081	9
6109	ENSMUSG00000045435	20882191	5
6110	ENSMUSG00000045438	139339575	5
6111	ENSMUSG00000045482	144767732	5
6112	ENSMUSG00000045503	164456964	2
6113	ENSMUSG00000045538	106011882	8
6114	ENSMUSG00000045594	114401076	9
6115	ENSMUSG00000045598	127233061	7
6116	ENSMUSG00000045624	140155305	2
6117	ENSMUSG00000045636	41000205	8
6118	ENSMUSG00000045658	84053253	1
6119	ENSMUSG00000045659	116129525	7
6120	ENSMUSG00000045665	102279454	15
6121	ENSMUSG00000045667	72402741	11
6122	ENSMUSG00000045671	19924375	11
6123	ENSMUSG00000045679	17000025	12
6124	ENSMUSG00000045690	75669527	12
6125	ENSMUSG00000045691	55094784	14
6126	ENSMUSG00000045699	146909527	4
6127	ENSMUSG00000045751	24496451	4
6128	ENSMUSG00000045752	143069249	7
6129	ENSMUSG00000045763	25413698	15
6130	ENSMUSG00000045767	55693124	13
6131	ENSMUSG00000045817	84187947	17
6132	ENSMUSG00000045822	164805098	2
6133	ENSMUSG00000045854	32800253	4
6134	ENSMUSG00000045896	83810198	6
6135	ENSMUSG00000045948	28740067	7
6136	ENSMUSG00000045962	119927261	6
6137	ENSMUSG00000045969	11555571	8
6138	ENSMUSG00000045973	45404866	4
6139	ENSMUSG00000045983	20668313	16
6140	ENSMUSG00000045996	36174010	15
6141	ENSMUSG00000046000	97392379	5
6142	ENSMUSG00000046010	82764345	11
6143	ENSMUSG00000046027	83631959	7
6144	ENSMUSG00000046034	27608861	15
6145	ENSMUSG00000046062	133131143	1
6146	ENSMUSG00000046079	105699969	5
6147	ENSMUSG00000046096	120677618	7
6148	ENSMUSG00000046101	9908638	1
6149	ENSMUSG00000046111	15317957	9
6150	ENSMUSG00000046138	29743612	19
6151	ENSMUSG00000046139	11912399	19
6152	ENSMUSG00000046179	48875251	7
6153	ENSMUSG00000046185	29768552	7
6154	ENSMUSG00000046201	3114972	17
6155	ENSMUSG00000046204	66911170	14
6156	ENSMUSG00000046223	24462484	7
6157	ENSMUSG00000046230	16631347	19
6158	ENSMUSG00000046295	71406010	8
6159	ENSMUSG00000046311	49203292	11
6160	ENSMUSG00000046323	122626410	6
6161	ENSMUSG00000046324	29612235	19
6162	ENSMUSG00000046330	72711290	1
6163	ENSMUSG00000046351	23363210	13
6164	ENSMUSG00000046364	109519147	7
6165	ENSMUSG00000046380	74709535	15
6166	ENSMUSG00000046402	98422961	9
6167	ENSMUSG00000046404	130717327	1
6168	ENSMUSG00000046434	103240432	15
6169	ENSMUSG00000046516	38346991	16
6170	ENSMUSG00000046519	95588934	3
6171	ENSMUSG00000046562	115127513	5
6172	ENSMUSG00000046567	100586643	10
6173	ENSMUSG00000046572	38684750	5
6174	ENSMUSG00000046573	36117526	13
6175	ENSMUSG00000046591	79660196	7
6176	ENSMUSG00000046598	31422280	16
6177	ENSMUSG00000046605	121673153	11
6178	ENSMUSG00000046668	35829397	18
6179	ENSMUSG00000046671	134535044	4
6180	ENSMUSG00000046675	102743762	12
6181	ENSMUSG00000046679	86438374	6
6182	ENSMUSG00000046687	62071123	10
6183	ENSMUSG00000046691	106893215	8
6184	ENSMUSG00000046707	95460714	8
6185	ENSMUSG00000046711	27556497	17
6186	ENSMUSG00000046718	71537331	8
6187	ENSMUSG00000046722	95228732	3
6188	ENSMUSG00000046727	36342520	18
6189	ENSMUSG00000046753	27483875	14
6190	ENSMUSG00000046756	115603925	11
6191	ENSMUSG00000046785	111271929	9
6192	ENSMUSG00000046791	83950608	12
6193	ENSMUSG00000046798	5514449	5
6194	ENSMUSG00000046818	137621612	3
6195	ENSMUSG00000046836	183286182	1
6196	ENSMUSG00000046841	84534036	10
6197	ENSMUSG00000046861	116995317	4
6198	ENSMUSG00000046862	143412426	4
6199	ENSMUSG00000046865	28169710	7
6200	ENSMUSG00000046897	102203249	15
6201	ENSMUSG00000046909	80139909	11
6202	ENSMUSG00000046949	33964687	13
6203	ENSMUSG00000046962	97953098	16
6204	ENSMUSG00000046985	44182826	5
6205	ENSMUSG00000046994	55237177	1
6206	ENSMUSG00000047003	75616679	15
6207	ENSMUSG00000047022	57230427	12
6208	ENSMUSG00000047030	167485830	2
6209	ENSMUSG00000047036	122855380	9
6210	ENSMUSG00000047044	18713193	19
6211	ENSMUSG00000047084	80261215	7
6212	ENSMUSG00000047098	55591708	14
6213	ENSMUSG00000047126	86702430	11
6214	ENSMUSG00000047139	43578284	10
6215	ENSMUSG00000047141	64786321	16
6216	ENSMUSG00000047146	62814539	10
6217	ENSMUSG00000047187	8535644	4
6218	ENSMUSG00000047193	6956689	9
6219	ENSMUSG00000047213	16183212	3
6220	ENSMUSG00000047215	65388914	5
6221	ENSMUSG00000047221	21424958	5
6222	ENSMUSG00000047248	100372233	7
6223	ENSMUSG00000047260	73177002	11
6224	ENSMUSG00000047281	133602168	4
6225	ENSMUSG00000047368	21653185	19
6226	ENSMUSG00000047379	5038826	19
6227	ENSMUSG00000047388	116943393	8
6228	ENSMUSG00000047407	70846326	17
6229	ENSMUSG00000047412	31030644	9
6230	ENSMUSG00000047417	80544313	10
6231	ENSMUSG00000047446	40014484	12
6232	ENSMUSG00000047459	155236533	2
6233	ENSMUSG00000047466	77713933	18
6234	ENSMUSG00000047501	134946934	5
6235	ENSMUSG00000047514	34282190	10
6236	ENSMUSG00000047534	65138718	12
6237	ENSMUSG00000047539	182318387	1
6238	ENSMUSG00000047547	54599161	13
6239	ENSMUSG00000047554	109978929	7
6240	ENSMUSG00000047583	154594534	3
6241	ENSMUSG00000047613	153957237	4
6242	ENSMUSG00000047635	124328089	5
6243	ENSMUSG00000047648	11281330	10
6244	ENSMUSG00000047649	19359481	7
6245	ENSMUSG00000047675	117154497	4
6246	ENSMUSG00000047710	13869641	8
6247	ENSMUSG00000047714	31274992	16
6248	ENSMUSG00000047719	148444761	4
6249	ENSMUSG00000047721	126695401	7
6250	ENSMUSG00000047731	46599084	19
6251	ENSMUSG00000047751	139943789	7
6252	ENSMUSG00000047777	151996258	4
6253	ENSMUSG00000047789	112660751	13
6254	ENSMUSG00000047804	61878450	11
6255	ENSMUSG00000047824	89430214	3
6256	ENSMUSG00000047832	112829374	12
6257	ENSMUSG00000047843	144244437	5
6258	ENSMUSG00000047866	86624043	8
6259	ENSMUSG00000047879	10000532	18
6260	ENSMUSG00000047881	63930777	5
6261	ENSMUSG00000047888	80711313	15
6262	ENSMUSG00000047909	11777876	2
6263	ENSMUSG00000047945	129513581	4
6264	ENSMUSG00000047986	84021471	8
6265	ENSMUSG00000047989	24114913	18
6266	ENSMUSG00000048000	87326998	1
6267	ENSMUSG00000048012	44744230	7
6268	ENSMUSG00000048039	87930314	3
6269	ENSMUSG00000048058	102138119	2
6270	ENSMUSG00000048076	59228162	11
6271	ENSMUSG00000048087	46155077	16
6272	ENSMUSG00000048100	108571698	3
6273	ENSMUSG00000048109	107333101	3
6274	ENSMUSG00000048118	71015990	12
6275	ENSMUSG00000048154	98837164	15
6276	ENSMUSG00000048170	128699219	7
6277	ENSMUSG00000048175	98145659	15
6278	ENSMUSG00000048222	121474067	2
6279	ENSMUSG00000048234	39558757	1
6280	ENSMUSG00000048249	26715650	17
6281	ENSMUSG00000048271	28317121	5
6282	ENSMUSG00000048277	117809668	11
6283	ENSMUSG00000048279	61138457	14
6284	ENSMUSG00000048280	67661745	13
6285	ENSMUSG00000048285	70825514	12
6286	ENSMUSG00000048307	36496715	15
6287	ENSMUSG00000048310	105900441	8
6288	ENSMUSG00000048327	129297212	2
6289	ENSMUSG00000048351	108328140	4
6290	ENSMUSG00000048371	104591451	8
6291	ENSMUSG00000048373	43981053	5
6292	ENSMUSG00000048376	95618487	13
6293	ENSMUSG00000048379	47276931	14
6294	ENSMUSG00000048402	118982588	1
6295	ENSMUSG00000048429	21592722	9
6296	ENSMUSG00000048439	24164963	5
6297	ENSMUSG00000048486	163472629	2
6298	ENSMUSG00000048495	57390771	1
6299	ENSMUSG00000048550	21205724	2
6300	ENSMUSG00000048578	115151046	5
6301	ENSMUSG00000048668	128359357	6
6302	ENSMUSG00000048701	70097121	10
6303	ENSMUSG00000048707	25262618	2
6304	ENSMUSG00000048732	100472741	11
6305	ENSMUSG00000048755	83552887	15
6306	ENSMUSG00000048756	42258366	10
6307	ENSMUSG00000048758	106429454	9
6308	ENSMUSG00000048787	119861804	7
6309	ENSMUSG00000048799	53744540	18
6310	ENSMUSG00000048832	10688735	19
6311	ENSMUSG00000048833	80643883	12
6312	ENSMUSG00000048874	30809105	1
6313	ENSMUSG00000048878	103116231	11
6314	ENSMUSG00000048897	80024814	7
6315	ENSMUSG00000048922	67696734	14
6316	ENSMUSG00000048930	113371142	6
6317	ENSMUSG00000048960	10993465	1
6318	ENSMUSG00000049076	31096732	16
6319	ENSMUSG00000049086	25706739	2
6320	ENSMUSG00000049091	127274055	7
6321	ENSMUSG00000049124	26099221	17
6322	ENSMUSG00000049164	40894705	19
6323	ENSMUSG00000049230	10088110	3
6324	ENSMUSG00000049232	59208870	6
6325	ENSMUSG00000049233	107414729	13
6326	ENSMUSG00000049295	52007676	14
6327	ENSMUSG00000049299	69323980	11
6328	ENSMUSG00000049300	110250993	3
6329	ENSMUSG00000049305	108460527	9
6330	ENSMUSG00000049313	41974587	9
6331	ENSMUSG00000049321	50910810	11
6332	ENSMUSG00000049323	60777524	11
6333	ENSMUSG00000049327	124439930	5
6334	ENSMUSG00000049354	106036872	11
6335	ENSMUSG00000049401	180589245	2
6336	ENSMUSG00000049421	30094777	7
6337	ENSMUSG00000049422	75933130	10
6338	ENSMUSG00000049439	60343323	1
6339	ENSMUSG00000049470	53350833	11
6340	ENSMUSG00000049482	122476143	8
6341	ENSMUSG00000049489	78751729	11
6342	ENSMUSG00000049493	95815406	9
6343	ENSMUSG00000049502	35939151	16
6344	ENSMUSG00000049504	53463666	3
6345	ENSMUSG00000049516	47008235	7
6346	ENSMUSG00000049517	90922958	13
6347	ENSMUSG00000049553	71909053	6
6348	ENSMUSG00000049600	13009800	7
6349	ENSMUSG00000049606	106624390	5
6350	ENSMUSG00000049643	27553233	7
6351	ENSMUSG00000049658	100046827	13
6352	ENSMUSG00000049659	20692802	11
6353	ENSMUSG00000049672	69383050	17
6354	ENSMUSG00000049680	5741146	11
6355	ENSMUSG00000049717	9976299	8
6356	ENSMUSG00000049739	127876221	7
6357	ENSMUSG00000049751	69183986	12
6358	ENSMUSG00000049760	56609002	17
6359	ENSMUSG00000049764	76032650	10
6360	ENSMUSG00000049792	111712927	12
6361	ENSMUSG00000049800	20543253	11
6362	ENSMUSG00000049878	121188534	4
6363	ENSMUSG00000049882	69582935	12
6364	ENSMUSG00000049916	17117776	16
6365	ENSMUSG00000049932	44334694	9
6366	ENSMUSG00000049950	3332643	2
6367	ENSMUSG00000049957	120458115	11
6368	ENSMUSG00000049960	20393483	14
6369	ENSMUSG00000049969	11007676	4
6370	ENSMUSG00000049971	127632262	5
6371	ENSMUSG00000050017	111330763	5
6372	ENSMUSG00000050043	84678043	2
6373	ENSMUSG00000050052	13953387	8
6374	ENSMUSG00000050079	94601937	8
6375	ENSMUSG00000050088	14943184	17
6376	ENSMUSG00000050107	73138294	11
6377	ENSMUSG00000050122	37026596	1
6378	ENSMUSG00000050144	88425107	3
6379	ENSMUSG00000050150	135348029	3
6380	ENSMUSG00000050188	126096623	4
6381	ENSMUSG00000050192	28781276	3
6382	ENSMUSG00000050199	109917647	2
6383	ENSMUSG00000050213	125066672	4
6384	ENSMUSG00000050229	172376546	1
6385	ENSMUSG00000050240	17233572	16
6386	ENSMUSG00000050244	12395027	13
6387	ENSMUSG00000050248	37338499	5
6388	ENSMUSG00000050299	76403652	16
6389	ENSMUSG00000050310	6708379	15
6390	ENSMUSG00000050312	62767123	16
6391	ENSMUSG00000050323	11059083	4
6392	ENSMUSG00000050335	47367751	14
6393	ENSMUSG00000050390	129227480	4
6394	ENSMUSG00000050410	35516547	17
6395	ENSMUSG00000050471	35235445	9
6396	ENSMUSG00000050552	138255482	5
6397	ENSMUSG00000050555	35570097	9
6398	ENSMUSG00000050565	156035403	1
6399	ENSMUSG00000050608	139105959	4
6400	ENSMUSG00000050619	121164434	2
6401	ENSMUSG00000050621	114982739	9
6402	ENSMUSG00000050627	114909076	9
6403	ENSMUSG00000050628	116434094	11
6404	ENSMUSG00000050668	78835567	17
6405	ENSMUSG00000050697	5143861	15
6406	ENSMUSG00000050705	35895313	17
6407	ENSMUSG00000050708	45458799	7
6408	ENSMUSG00000050714	37443120	2
6409	ENSMUSG00000050730	9238900	9
6410	ENSMUSG00000050732	72389911	6
6411	ENSMUSG00000050812	58811842	4
6412	ENSMUSG00000050846	75940952	15
6413	ENSMUSG00000050855	29853442	7
6414	ENSMUSG00000050856	108434397	5
6415	ENSMUSG00000050890	134287225	4
6416	ENSMUSG00000050891	58916178	15
6417	ENSMUSG00000050910	115381916	11
6418	ENSMUSG00000050912	7764041	9
6419	ENSMUSG00000050917	144847367	7
6420	ENSMUSG00000050930	125669818	8
6421	ENSMUSG00000050953	56377330	10
6422	ENSMUSG00000050966	134009411	4
6423	ENSMUSG00000050973	80232865	7
6424	ENSMUSG00000051007	141409331	7
6425	ENSMUSG00000051065	28836367	16
6426	ENSMUSG00000051154	18672384	2
6427	ENSMUSG00000051166	98792701	12
6428	ENSMUSG00000051169	113416452	6
6429	ENSMUSG00000051176	43306936	8
6430	ENSMUSG00000051223	58392898	1
6431	ENSMUSG00000051232	78508818	11
6432	ENSMUSG00000051234	96478588	9
6433	ENSMUSG00000051235	11250853	12
6434	ENSMUSG00000051238	21955755	9
6435	ENSMUSG00000051255	23675848	19
6436	ENSMUSG00000051256	113442569	6
6437	ENSMUSG00000051278	127553489	3
6438	ENSMUSG00000051285	7088920	1
6439	ENSMUSG00000051306	143715613	5
6440	ENSMUSG00000051316	37644204	18
6441	ENSMUSG00000051319	127792488	2
6442	ENSMUSG00000051329	90677215	2
6443	ENSMUSG00000051341	21535539	17
6444	ENSMUSG00000051346	128211807	10
6445	ENSMUSG00000051355	22956947	11
6446	ENSMUSG00000051378	102925088	11
6447	ENSMUSG00000051379	140671400	2
6448	ENSMUSG00000051391	135934550	5
6449	ENSMUSG00000051413	153237908	2
6450	ENSMUSG00000051444	37312554	3
6451	ENSMUSG00000051451	90442729	7
6452	ENSMUSG00000051455	102663716	11
6453	ENSMUSG00000051469	24020320	18
6454	ENSMUSG00000051483	93605853	16
6455	ENSMUSG00000051510	120630148	11
6456	ENSMUSG00000051518	80264246	15
6457	ENSMUSG00000051557	155889513	4
6458	ENSMUSG00000051586	120935535	6
6459	ENSMUSG00000051615	120478444	14
6460	ENSMUSG00000051671	126422515	8
6461	ENSMUSG00000051674	73481000	5
6462	ENSMUSG00000051675	65604986	4
6463	ENSMUSG00000051695	86526321	6
6464	ENSMUSG00000051705	59750622	9
6465	ENSMUSG00000051730	69874050	2
6466	ENSMUSG00000051735	28788969	7
6467	ENSMUSG00000051747	76826542	2
6468	ENSMUSG00000051768	24546289	7
6469	ENSMUSG00000051811	4752528	7
6470	ENSMUSG00000051853	98762992	15
6471	ENSMUSG00000051855	30723547	6
6472	ENSMUSG00000051934	99125916	15
6473	ENSMUSG00000051978	14090279	8
6474	ENSMUSG00000051989	92301286	16
6475	ENSMUSG00000052031	6961156	17
6476	ENSMUSG00000052033	170496428	2
6477	ENSMUSG00000052040	63924870	7
6478	ENSMUSG00000052056	170131220	2
6479	ENSMUSG00000052102	38332070	18
6480	ENSMUSG00000052105	66346545	17
6481	ENSMUSG00000052139	31697684	5
6482	ENSMUSG00000052144	100833622	6
6483	ENSMUSG00000052146	27634254	17
6484	ENSMUSG00000052155	48814109	2
6485	ENSMUSG00000052214	19228334	7
6486	ENSMUSG00000052253	25984366	15
6487	ENSMUSG00000052298	54760339	11
6488	ENSMUSG00000052299	87432563	16
6489	ENSMUSG00000052310	90248172	3
6490	ENSMUSG00000052337	71831331	6
6491	ENSMUSG00000052395	30654360	14
6492	ENSMUSG00000052397	6742821	17
6493	ENSMUSG00000052406	26955684	2
6494	ENSMUSG00000052419	13871465	6
6495	ENSMUSG00000052423	171270328	1
6496	ENSMUSG00000052428	167308378	1
6497	ENSMUSG00000052446	71951038	8
6498	ENSMUSG00000052456	85024868	8
6499	ENSMUSG00000052459	44138980	16
6500	ENSMUSG00000052488	72468331	8
6501	ENSMUSG00000052512	48908716	7
6502	ENSMUSG00000052525	71552061	17
6503	ENSMUSG00000052533	30286397	2
6504	ENSMUSG00000052557	117158135	8
6505	ENSMUSG00000052563	51650954	11
6506	ENSMUSG00000052566	84990603	8
6507	ENSMUSG00000052593	21329290	12
6508	ENSMUSG00000052681	117818540	10
6509	ENSMUSG00000052698	67231407	9
6510	ENSMUSG00000052707	123123885	7
6511	ENSMUSG00000052712	29268788	17
6512	ENSMUSG00000052727	99443944	13
6513	ENSMUSG00000052738	73248382	6
6514	ENSMUSG00000052748	151372364	1
6515	ENSMUSG00000052752	24510511	17
6516	ENSMUSG00000052763	47920476	6
6517	ENSMUSG00000052776	120907521	5
6518	ENSMUSG00000052794	72443880	8
6519	ENSMUSG00000052798	117761357	10
6520	ENSMUSG00000052812	4917353	12
6521	ENSMUSG00000052833	16368602	7
6522	ENSMUSG00000052837	84978718	8
6523	ENSMUSG00000052906	33636254	8
6524	ENSMUSG00000052915	98795516	11
6525	ENSMUSG00000052926	84958116	8
6526	ENSMUSG00000052934	121559099	8
6527	ENSMUSG00000052962	71823763	6
6528	ENSMUSG00000052997	34142086	7
6529	ENSMUSG00000053012	71271677	6
6530	ENSMUSG00000053062	84774123	16
6531	ENSMUSG00000053091	66689889	7
6532	ENSMUSG00000053094	130217081	5
6533	ENSMUSG00000053110	7965821	9
6534	ENSMUSG00000053113	117969186	11
6535	ENSMUSG00000053119	71543797	6
6536	ENSMUSG00000053134	31525268	5
6537	ENSMUSG00000053175	19809663	7
6538	ENSMUSG00000053192	95228677	3
6539	ENSMUSG00000053205	45351093	14
6540	ENSMUSG00000053219	22158569	10
6541	ENSMUSG00000053253	105258573	14
6542	ENSMUSG00000053286	151428542	1
6543	ENSMUSG00000053289	53248053	9
6544	ENSMUSG00000053293	135394546	5
6545	ENSMUSG00000053317	47474658	4
6546	ENSMUSG00000053329	78167442	10
6547	ENSMUSG00000053333	86703808	1
6548	ENSMUSG00000053347	21962552	17
6549	ENSMUSG00000053367	6252710	7
6550	ENSMUSG00000053390	32993129	17
6551	ENSMUSG00000053398	98328613	3
6552	ENSMUSG00000053411	79932516	15
6553	ENSMUSG00000053436	28691329	17
6554	ENSMUSG00000053453	13950296	14
6555	ENSMUSG00000053470	71591932	6
6556	ENSMUSG00000053477	69343356	18
6557	ENSMUSG00000053483	171282906	1
6558	ENSMUSG00000053510	109000655	4
6559	ENSMUSG00000053536	31082837	19
6560	ENSMUSG00000053553	139455530	5
6561	ENSMUSG00000053560	84662854	8
6562	ENSMUSG00000053565	28974836	7
6563	ENSMUSG00000053581	139478943	5
6564	ENSMUSG00000053600	32965814	17
6565	ENSMUSG00000053644	56526849	18
6566	ENSMUSG00000053654	100265978	11
6567	ENSMUSG00000053730	129678890	4
6568	ENSMUSG00000053754	52202596	14
6569	ENSMUSG00000053768	32803992	6
6570	ENSMUSG00000053774	32332257	16
6571	ENSMUSG00000053799	37520879	19
6572	ENSMUSG00000053801	45830789	7
6573	ENSMUSG00000053838	6119409	11
6574	ENSMUSG00000053841	129640640	4
6575	ENSMUSG00000053870	155090519	3
6576	ENSMUSG00000053877	127511983	7
6577	ENSMUSG00000053898	28825217	7
6578	ENSMUSG00000053907	72434991	6
6579	ENSMUSG00000053929	76650828	15
6580	ENSMUSG00000053931	121426497	3
6581	ENSMUSG00000053950	80151482	18
6582	ENSMUSG00000054021	43365496	13
6583	ENSMUSG00000054051	32513521	14
6584	ENSMUSG00000054079	93876143	11
6585	ENSMUSG00000054091	122924203	3
6586	ENSMUSG00000054099	8422850	5
6587	ENSMUSG00000054115	9140352	15
6588	ENSMUSG00000054199	88835231	3
6589	ENSMUSG00000054226	85911865	6
6590	ENSMUSG00000054237	38224138	19
6591	ENSMUSG00000054263	7090614	15
6592	ENSMUSG00000054280	32796104	5
6593	ENSMUSG00000054302	54695821	12
6594	ENSMUSG00000054309	21285391	12
6595	ENSMUSG00000054312	95863307	3
6596	ENSMUSG00000054321	14783245	18
6597	ENSMUSG00000054387	132972713	1
6598	ENSMUSG00000054400	104250861	8
6599	ENSMUSG00000054405	132535550	4
6600	ENSMUSG00000054408	54529998	8
6601	ENSMUSG00000054414	115943009	3
6602	ENSMUSG00000054428	132533488	4
6603	ENSMUSG00000054452	81559488	10
6604	ENSMUSG00000054455	173737511	2
6605	ENSMUSG00000054469	73107985	17
6606	ENSMUSG00000054499	25219859	7
6607	ENSMUSG00000054519	59472474	11
6608	ENSMUSG00000054604	64851996	16
6609	ENSMUSG00000054611	4322548	19
6610	ENSMUSG00000054612	136894614	7
6611	ENSMUSG00000054648	69708426	8
6612	ENSMUSG00000054662	141102676	7
6613	ENSMUSG00000054693	70678997	9
6614	ENSMUSG00000054715	12897815	7
6615	ENSMUSG00000054717	57511907	8
6616	ENSMUSG00000054723	56716977	17
6617	ENSMUSG00000054753	3164501	7
6618	ENSMUSG00000054766	30057378	2
6619	ENSMUSG00000054808	28894852	7
6620	ENSMUSG00000054814	74029368	5
6621	ENSMUSG00000054823	25601601	8
6622	ENSMUSG00000054836	110305173	9
6623	ENSMUSG00000054893	6286579	7
6624	ENSMUSG00000054894	69724950	12
6625	ENSMUSG00000054942	152285551	3
6626	ENSMUSG00000054945	90366620	5
6627	ENSMUSG00000055024	81585351	15
6628	ENSMUSG00000055041	76899910	15
6629	ENSMUSG00000055044	40223356	19
6630	ENSMUSG00000055065	79546555	15
6631	ENSMUSG00000055067	178989345	1
6632	ENSMUSG00000055102	43607169	7
6633	ENSMUSG00000055116	113207465	7
6634	ENSMUSG00000055148	72319033	8
6635	ENSMUSG00000055184	131527903	1
6636	ENSMUSG00000055204	90232464	5
6637	ENSMUSG00000055228	62558511	13
6638	ENSMUSG00000055239	72849413	6
6639	ENSMUSG00000055240	33394357	17
6640	ENSMUSG00000055296	56923458	4
6641	ENSMUSG00000055302	36796772	5
6642	ENSMUSG00000055319	128744943	7
6643	ENSMUSG00000055320	112679318	7
6644	ENSMUSG00000055334	56950878	9
6645	ENSMUSG00000055371	52742156	2
6646	ENSMUSG00000055373	25799855	4
6647	ENSMUSG00000055401	148149719	4
6648	ENSMUSG00000055407	99267447	7
6649	ENSMUSG00000055436	158012520	3
6650	ENSMUSG00000055447	49800533	16
6651	ENSMUSG00000055491	46044886	19
6652	ENSMUSG00000055531	117356056	10
6653	ENSMUSG00000055553	70523090	8
6654	ENSMUSG00000055560	67421364	13
6655	ENSMUSG00000055612	72476159	2
6656	ENSMUSG00000055629	141061104	7
6657	ENSMUSG00000055652	75848310	7
6658	ENSMUSG00000055660	94749892	17
6659	ENSMUSG00000055670	72796226	11
6660	ENSMUSG00000055681	70302518	8
6661	ENSMUSG00000055720	57910979	9
6662	ENSMUSG00000055723	114117764	7
6663	ENSMUSG00000055760	80224441	17
6664	ENSMUSG00000055762	75896740	15
6665	ENSMUSG00000055799	72630270	6
6666	ENSMUSG00000055817	83706163	17
6667	ENSMUSG00000055835	111643401	8
6668	ENSMUSG00000055839	23828803	17
6669	ENSMUSG00000055850	72361067	6
6670	ENSMUSG00000055884	65075603	12
6671	ENSMUSG00000055900	116553115	4
6672	ENSMUSG00000055912	72355447	6
6673	ENSMUSG00000055917	40322841	12
6674	ENSMUSG00000055923	76876667	5
6675	ENSMUSG00000055932	91313525	8
6676	ENSMUSG00000055943	112454997	2
6677	ENSMUSG00000055991	145204562	5
6678	ENSMUSG00000056019	71882019	8
6679	ENSMUSG00000056050	183345296	1
6680	ENSMUSG00000056076	140419328	5
6681	ENSMUSG00000056121	78401430	17
6682	ENSMUSG00000056124	20746404	18
6683	ENSMUSG00000056131	86557940	9
6684	ENSMUSG00000056153	88758491	18
6685	ENSMUSG00000056155	84176552	8
6686	ENSMUSG00000056167	114639963	9
6687	ENSMUSG00000056201	5490455	19
6688	ENSMUSG00000056204	70655379	8
6689	ENSMUSG00000056209	45749549	19
6690	ENSMUSG00000056211	128103301	1
6691	ENSMUSG00000056214	80046890	18
6692	ENSMUSG00000056216	35051505	7
6693	ENSMUSG00000056228	11516189	8
6694	ENSMUSG00000056234	32159865	14
6695	ENSMUSG00000056260	106684987	3
6696	ENSMUSG00000056267	99243367	9
6697	ENSMUSG00000056268	138963435	1
6698	ENSMUSG00000056300	146502027	4
6699	ENSMUSG00000056305	72333368	6
6700	ENSMUSG00000056310	130255619	5
6701	ENSMUSG00000056342	23306895	11
6702	ENSMUSG00000056367	25759997	5
6703	ENSMUSG00000056383	41393260	7
6704	ENSMUSG00000056394	13277283	7
6705	ENSMUSG00000056429	72617000	6
6706	ENSMUSG00000056436	76360450	2
6707	ENSMUSG00000056458	110840927	12
6708	ENSMUSG00000056459	76357140	12
6709	ENSMUSG00000056486	73625669	2
6710	ENSMUSG00000056515	65772640	17
6711	ENSMUSG00000056531	108132875	5
6712	ENSMUSG00000056536	105568948	1
6713	ENSMUSG00000056602	150118645	5
